iter	Passed	Remaining
142	2038	12218
143	2052	12201
144	2066	12185
145	2079	12165
146	2094	12153
147	2108	12137
148	2122	12125
149	2136	12109
150	2151	12097
151	2165	12079
152	2179	12065
153	2193	12049
154	2208	12039
155	2222	12022
156	2237	12013
157	2251	11998
158	2265	11980
159	2278	11964
160	2293	11950
161	2307	11934
162	2320	11917
163	2334	11899
164	2347	11881
165	2362	11869
166	2376	11856
167	2391	11842
168	2405	11825
169	2419	11812
170	2433	11797
171	2447	11782
172	2461	11765
173	2475	11753
174	2489	11737
175	2503	11722
176	2517	11703
177	2531	11689
178	2545	11673
179	2558	11655
180	2572	11640
181	2586	11623
182	2600	11612
183	2614	11595
184	2629	11582
185	2642	11564
186	2656	11550
187	2670	11534
188	2683	11516
189	2699	11506
190	2712	11489
191	2726	11475
192	2740	11459
193	2757	11455
194	2777	11466
195	2798	11480
196	2812	11463
197	2827	11454
198	2842	11442
199	2858	11432
200	2874	11427
201	2891	11422
202	2905	11407
203	2919	11391
204	2934	11378
205	2948	11363
206	2961	11345
207	2975	11331
208	2990	11316
209	3003	11299
210	3017	11284
211	3031	11268
212	3045	11251
213	3059	11238
214	3073	11222
215	3088	11210
216	3103	11199
217	3117	11181
218	3131	11166
219	3145	11150
220	3158	11133
221	3172	11117
222	3186	11103
223	3201	11092
224	3216	11077
225	3230	11063
226	3244	11047
227	3257	11031
228	3272	11016
229	3287	11005
230	3301	10990
231	3320	10990
232	3334	10977
233	3348	10960
234	3363	10947
235	3377	10933
236	3391	10919
237	3405	10903
238	3419	10887
239	3432	10869
240	3447	10857
241	3460	10840
242	3475	10826
243	3489	10811
244	3503	10796
245	3517	10781
246	3531	10765
247	3545	10749
248	3558	10734
249	3573	10719
250	3586	10703
251	3600	10688
252	3615	10674
253	3629	10660
254	3643	10644
255	3657	10629
256	3672	10617
257	3687	10606
258	3701	10589
259	3716	10578
260	3730	10563
261	3744	10548
262	3758	10532
263	3772	10516
264	3785	10498
265	3811	10516
266	3826	10505
267	3841	10491
268	3855	10476
269	3869	10462
270	3882	10445
271	3896	10429
272	3910	10413
273	3925	10400
274	3938	10384
275	3957	10381
276	3971	10365
277	3985	10350
278	3999	10336
279	4013	10320
280	4027	10305
281	4041	10289
282	4054	10273
283	4068	10256
284	4082	10241
285	4096	10227
286	4110	10211
287	4123	10194
288	4138	10182
289	4153	10169
290	4167	10154
291	4183	10142
292	4197	10127
293	4210	10111
294	4224	10095
295	4237	10079
296	4257	10076
297	4271	10061
298	4284	10045
299	4302	10039
300	4319	10030
301	4332	10013
302	4350	10008
303	4366	9997
304	4380	9981
305	4398	9976
306	4413	9961
307	4428	9948
308	4441	9932
309	4455	9917
310	4469	9902
311	4484	9889
312	4499	9875
313	4513	9860
314	4527	9844
315	4540	9828
316	4554	9813
317	4568	9797
318	4582	9782
319	4597	9768
320	4611	9755
321	4625	9739
322	4640	9725
323	4653	9709
324	4667	9693
325	4682	9680
326	4696	9665
327	4709	9649
328	4724	9634
329	4737	9619
330	4751	9604
331	4765	9588
332	4779	9572
333	4792	9557
334	4811	9551
335	4834	9554
336	4849	9540
337	4863	9524
338	4876	9508
339	4890	9492
340	4904	9478
341	4917	9461
342	4932	9447
343	4945	9431
344	4959	9416
345	4973	9400
346	4987	9386
347	5001	9371
348	5015	9356
349	5029	9340
350	5043	9326
351	5058	9311
352	5071	9296
353	5085	9281
354	5099	9265
355	5114	9251
356	5128	9236
357	5141	9220
358	5155	9204
359	5169	9189
360	5184	9177
361	5199	9163
362	5213	9148
363	5227	9134
364	5241	9119
365	5255	9103
366	5269	9088
367	5282	9072
368	5298	9059
369	5311	9043
370	5324	9027
371	5338	9012
372	5351	8996
373	5365	8980
374	5378	8964
375	5393	8950
376	5407	8935
377	5420	8919
378	5434	8905
379	5448	8889
380	5462	8874
381	5476	8859
382	5489	8843
383	5504	8830
384	5518	8814
385	5531	8799
386	5545	8784
387	5561	8771
388	5575	8757
389	5589	8742
390	5603	8727
391	5617	8712
392	5630	8696
393	5644	8681
394	5658	8666
395	5672	8652
396	5687	8638
397	5700	8622
398	5713	8606
399	5727	8591
400	5741	8576
401	5755	8561
402	5769	8547
403	5783	8532
404	5798	8518
405	5811	8503
406	5827	8491
407	5850	8488
408	5864	8474
409	5878	8459
410	5892	8444
411	5906	8430
412	5920	8414
413	5934	8399
414	5948	8385
415	5962	8370
416	5976	8355
417	5990	8340
418	6004	8326
419	6018	8311
420	6032	8296
421	6045	8280
422	6059	8265
423	6073	8250
424	6087	8235
425	6100	8220
426	6114	8204
427	6127	8189
428	6141	8173
429	6155	8159
430	6170	8146
431	6184	8130
432	6197	8115
433	6211	8100
434	6225	8086
435	6239	8071
436	6253	8056
437	6267	8041
438	6280	8026
439	6294	8011
440	6308	7996
441	6322	7982
442	6337	7967
443	6350	7952
444	6364	7937
445	6378	7922
446	6392	7908
447	6406	7893
448	6420	7878
449	6434	7864
450	6448	7849
451	6461	7833
452	6475	7819
453	6489	7804
454	6502	7788
455	6516	7774
456	6531	7760
457	6544	7745
458	6558	7730
459	6573	7716
460	6586	7701
461	6601	7687
462	6615	7672
463	6630	7659
464	6645	7646
465	6661	7633
466	6673	7616
467	6687	7601
468	6700	7586
469	6715	7572
470	6729	7557
471	6742	7542
472	6756	7527
473	6770	7513
474	6784	7499
475	6799	7484
476	6813	7470
477	6827	7455
478	6846	7447
479	6867	7440
480	6881	7425
481	6895	7410
482	6909	7395
483	6926	7384
484	6940	7369
485	6954	7354
486	6967	7339
487	6981	7325
488	6995	7310
489	7009	7295
490	7024	7282
491	7038	7267
492	7052	7252
493	7066	7237
494	7080	7223
495	7093	7208
496	7107	7193
497	7122	7180
498	7136	7165
499	7151	7151
500	7167	7139
501	7181	7124
502	7195	7109
503	7209	7095
504	7224	7081
505	7238	7066
506	7252	7052
507	7268	7039
508	7281	7024
509	7296	7010
510	7310	6996
511	7324	6981
512	7338	6966
513	7352	6951
514	7365	6936
515	7379	6922
516	7393	6907
517	7407	6892
518	7420	6877
519	7434	6862
520	7448	6848
521	7462	6833
522	7476	6818
523	7490	6803
524	7504	6789
525	7518	6775
526	7532	6760
527	7545	6745
528	7560	6731
529	7574	6717
530	7588	6702
531	7603	6688
532	7617	6674
533	7631	6659
534	7645	6644
535	7660	6631
536	7674	6617
537	7688	6602
538	7702	6587
539	7716	6573
540	7730	6559
541	7744	6544
542	7758	6529
543	7772	6515
544	7785	6499
545	7800	6486
546	7814	6471
547	7827	6456
548	7841	6442
549	7856	6428
550	7882	6423
551	7897	6409
552	7911	6395
553	7926	6381
554	7940	6366
555	7953	6351
556	7967	6336
557	7981	6321
558	7995	6307
559	8009	6293
560	8023	6278
561	8037	6263
562	8051	6249
563	8065	6234
564	8078	6220
565	8092	6205
566	8106	6190
567	8120	6176
568	8134	6161
569	8149	6147
570	8165	6134
571	8179	6120
572	8193	6105
573	8212	6095
574	8239	6090
575	8264	6083
576	8290	6077
577	8314	6070
578	8339	6063
579	8354	6049
580	8368	6035
581	8382	6020
582	8396	6005
583	8410	5990
584	8424	5976
585	8438	5961
586	8452	5946
587	8465	5931
588	8479	5917
589	8493	5902
590	8507	5887
591	8521	5873
592	8535	5857
593	8548	5843
594	8563	5828
595	8578	5814
596	8592	5800
597	8606	5785
598	8620	5770
599	8634	5756
600	8648	5741
601	8662	5726
602	8675	5711
603	8689	5697
604	8703	5682
605	8717	5667
606	8730	5652
607	8744	5637
608	8758	5623
609	8773	5608
610	8786	5594
611	8800	5579
612	8813	5564
613	8828	5550
614	8841	5535
615	8855	5520
616	8869	5505
617	8892	5496
618	8910	5484
619	8924	5469
620	8937	5454
621	8951	5439
622	8965	5425
623	8979	5410
624	8993	5396
625	9007	5381
626	9022	5367
627	9036	5352
628	9050	5338
629	9063	5323
630	9077	5308
631	9091	5293
632	9105	5279
633	9119	5264
634	9133	5249
635	9148	5236
636	9162	5221
637	9177	5207
638	9190	5192
639	9205	5178
640	9220	5163
641	9234	5149
642	9249	5135
643	9263	5120
644	9277	5106
645	9291	5091
646	9305	5077
647	9320	5062
648	9334	5048
649	9347	5033
650	9361	5018
651	9375	5003
652	9389	4989
653	9404	4975
654	9418	4960
655	9431	4945
656	9445	4931
657	9459	4916
658	9473	4901
659	9486	4887
660	9500	4872
661	9514	4857
662	9529	4843
663	9543	4829
664	9557	4814
665	9572	4800
666	9585	4785
667	9599	4770
668	9613	4756
669	9627	4741
670	9642	4727
671	9655	4712
672	9669	4698
673	9683	4683
674	9697	4669
675	9711	4654
676	9725	4639
677	9738	4625
678	9752	4610
679	9766	4596
680	9780	4581
681	9794	4566
682	9808	4552
683	9822	4537
684	9836	4523
685	9849	4508
686	9863	4493
687	9877	4479
688	9908	4472
689	9931	4461
690	9945	4447
691	9960	4433
692	9973	4418
693	9987	4403
694	10001	4389
695	10016	4374
696	10029	4360
697	10043	4345
698	10057	4330
699	10070	4316
700	10085	4301
701	10099	4287
702	10113	4272
703	10127	4258
704	10142	4243
705	10156	4229
706	10170	4214
707	10183	4200
708	10197	4185
709	10212	4171
710	10226	4156
711	10239	4141
712	10254	4127
713	10268	4113
714	10282	4098
715	10295	4083
716	10309	4069
717	10323	4054
718	10337	4040
719	10351	4025
720	10364	4010
721	10378	3996
722	10391	3981
723	10405	3966
724	10419	3952
725	10433	3937
726	10447	3923
727	10461	3908
728	10476	3894
729	10489	3879
730	10503	3865
731	10518	3850
732	10532	3836
733	10546	3822
734	10560	3807
735	10574	3793
736	10588	3778
737	10602	3763
738	10615	3749
739	10629	3734
740	10645	3720
741	10658	3706
742	10673	3691
743	10687	3677
744	10701	3662
745	10715	3648
746	10728	3633
747	10743	3619
748	10756	3604
749	10770	3590
750	10784	3575
751	10798	3561
752	10812	3546
753	10827	3532
754	10841	3518
755	10856	3503
756	10869	3489
757	10884	3474
758	10898	3460
759	10924	3449
760	10937	3435
761	10951	3420
762	10965	3406
763	10979	3391
764	10992	3376
765	11007	3362
766	11022	3348
767	11036	3333
768	11050	3319
769	11063	3304
770	11078	3290
771	11092	3275
772	11106	3261
773	11120	3246
774	11135	3232
775	11149	3218
776	11163	3203
777	11177	3189
778	11191	3174
779	11206	3160
780	11219	3146
781	11233	3131
782	11247	3117
783	11261	3102
784	11275	3088
785	11289	3073
786	11303	3059
787	11317	3044
788	11330	3030
789	11344	3015
790	11358	3001
791	11372	2986
792	11386	2972
793	11400	2957
794	11413	2943
795	11427	2928
796	11441	2914
797	11454	2899
798	11468	2885
799	11482	2870
800	11496	2856
801	11510	2841
802	11524	2827
803	11538	2812
804	11552	2798
805	11566	2783
806	11580	2769
807	11595	2755
808	11608	2740
809	11623	2726
810	11638	2712
811	11652	2697
812	11665	2683
813	11680	2668
814	11695	2654
815	11708	2640
816	11723	2625
817	11736	2611
818	11750	2596
819	11764	2582
820	11778	2568
821	11792	2553
822	11805	2539
823	11819	2524
824	11833	2510
825	11847	2495
826	11868	2482
827	11891	2470
828	11912	2457
829	11939	2445
830	11953	2431
831	11968	2416
832	11991	2403
833	12005	2389
834	12018	2374
835	12040	2361
836	12054	2347
837	12068	2332
838	12090	2320
839	12104	2305
840	12118	2291
841	12140	2278
842	12154	2263
843	12168	2249
844	12188	2235
845	12202	2221
846	12215	2206
847	12238	2193
848	12251	2179
849	12266	2164
850	12286	2151
851	12300	2136
852	12315	2122
853	12335	2108
854	12349	2094
855	12363	2079
856	12384	2066
857	12397	2051
858	12411	2037
859	12432	2023
860	12446	2009
861	12460	1994
862	12481	1981
863	12495	1966
864	12509	1952
865	12532	1939
866	12545	1924
867	12559	1909
868	12581	1896
869	12595	1882
870	12609	1867
871	12626	1853
872	12640	1838
873	12655	1824
874	12670	1810
875	12684	1795
876	12699	1781
877	12712	1766
878	12726	1751
879	12740	1737
880	12754	1722
881	12769	1708
882	12783	1693
883	12797	1679
884	12811	1664
885	12824	1650
886	12838	1635
887	12853	1621
888	12867	1606
889	12881	1592
890	12896	1577
891	12912	1563
892	12925	1548
893	12949	1535
894	12967	1521
895	12980	1506
896	12994	1492
897	13007	1477
898	13022	1462
899	13036	1448
900	13050	1434
901	13064	1419
902	13078	1404
903	13092	1390
904	13107	1375
905	13122	1361
906	13135	1346
907	13150	1332
908	13163	1317
909	13177	1303
910	13191	1288
911	13204	1274
912	13218	1259
913	13232	1245
914	13246	1230
915	13260	1215
916	13273	1201
917	13287	1186
918	13301	1172
919	13316	1157
920	13331	1143
921	13345	1129
922	13359	1114
923	13372	1099
924	13386	1085
925	13402	1071
926	13416	1056
927	13430	1041
928	13444	1027
929	13458	1012
930	13473	998
931	13486	984
932	13500	969
933	13515	955
934	13528	940
935	13542	925
936	13556	911
937	13570	896
938	13583	882
939	13597	867
940	13613	853
941	13627	839
942	13641	824
943	13655	810
944	13668	795
945	13681	781
946	13695	766
947	13709	752
948	13723	737
949	13737	723
950	13750	708
951	13767	694
952	13780	679
953	13794	665
954	13808	650
955	13823	636
956	13838	621
957	13852	607
958	13866	592
959	13880	578
960	13894	563
961	13907	549
962	13922	534
963	13936	520
964	13960	506
965	13976	491
966	13990	477
967	14004	462
968	14018	448
969	14031	433
970	14045	419
971	14059	405
972	14072	390
973	14087	376
974	14102	361
975	14117	347
976	14131	332
977	14144	318
978	14158	303
979	14172	289
980	14187	274
981	14201	260
982	14215	245
983	14228	231
984	14242	216
985	14255	202
986	14269	187
987	14283	173
988	14298	159
989	14312	144
990	14326	130
991	14340	115
992	14354	101
993	14368	86
994	14381	72
995	14396	57
996	14409	43
997	14423	28
998	14437	14
999	14451	0
