iter	Logloss
689	0.3528827558
690	0.352783705
691	0.3526936111
692	0.3526779049
693	0.3526050767
694	0.3524556565
695	0.3523430703
696	0.3523000371
697	0.3522497467
698	0.3520811698
699	0.3519843006
700	0.351839826
701	0.3517367354
702	0.351634135
703	0.3515070306
704	0.3514208396
705	0.3512644478
706	0.3511133567
707	0.3510404149
708	0.3509162357
709	0.3508642098
710	0.3507593259
711	0.3506522438
712	0.3504953741
713	0.3504248554
714	0.3503242452
715	0.3502911769
716	0.3502129637
717	0.3500775098
718	0.3500027072
719	0.3498671686
720	0.3497851641
721	0.3496786603
722	0.349606406
723	0.3494098017
724	0.3494049999
725	0.3492830313
726	0.3491619383
727	0.3490308723
728	0.3489241772
729	0.3488715379
730	0.3487726513
731	0.3487468966
732	0.3486366007
733	0.3485375507
734	0.3484627565
735	0.3483535482
736	0.348291902
737	0.3481689538
738	0.348075277
739	0.3479578235
740	0.3478634876
741	0.3478090734
742	0.3477163006
743	0.3477096759
744	0.3475660035
745	0.3474394714
746	0.3474259603
747	0.3473290705
748	0.3473228656
749	0.3473000382
750	0.3471994434
751	0.3471094681
752	0.3470005641
753	0.346909645
754	0.3467870485
755	0.3466455586
756	0.3465589892
757	0.3464542006
758	0.3463530495
759	0.3462809105
760	0.3462507433
761	0.3462357472
762	0.3461344223
763	0.3460513723
764	0.3460020878
765	0.3458504423
766	0.3457401826
767	0.3456427941
768	0.3455982027
769	0.3455071443
770	0.3453252336
771	0.3452499006
772	0.3451195043
773	0.3450556428
774	0.3449598924
775	0.344854918
776	0.3447289478
777	0.3445977325
778	0.3445217436
779	0.3444188945
780	0.3443465586
781	0.3443030571
782	0.3441755014
783	0.3441049485
784	0.3440116255
785	0.3439756667
786	0.3438678375
787	0.3438084395
788	0.3437673714
789	0.3437059098
790	0.3436210971
791	0.3435407809
792	0.3434204458
793	0.3432891846
794	0.3431865159
795	0.343134059
796	0.3430470927
797	0.3429565177
798	0.3428865788
799	0.3428192688
800	0.3427058183
801	0.3426425788
802	0.3424667807
803	0.342426039
804	0.3423299348
805	0.3422174164
806	0.342129584
807	0.3420027265
808	0.3419940585
809	0.3419690094
810	0.3418862082
811	0.3417759781
812	0.3417004262
813	0.3416171432
814	0.3415150018
815	0.3413870762
816	0.3412789009
817	0.3411987122
818	0.3410903637
819	0.3410012764
820	0.3408788001
821	0.3407722881
822	0.3407075224
823	0.3406341145
824	0.3405452032
825	0.3404718024
826	0.3403595947
827	0.3403140988
828	0.3402422333
829	0.3401481956
830	0.3400496061
831	0.3399891565
832	0.339934944
833	0.3398679272
834	0.3398077111
835	0.3397353907
836	0.3396506709
837	0.3395619493
838	0.3394646743
839	0.3393783175
840	0.3393324097
841	0.3392347054
842	0.3391880679
843	0.3391109008
844	0.3390557574
845	0.3389710719
846	0.3388981832
847	0.3388348976
848	0.3387475164
849	0.3386385305
850	0.3385412641
851	0.3384667699
852	0.3383585306
853	0.3382479974
854	0.3382032055
855	0.3381371428
856	0.3380170855
857	0.3380015872
858	0.3379534203
859	0.3378187134
860	0.3377721415
861	0.3375859498
862	0.3375145036
863	0.3374626783
864	0.337362056
865	0.3373452511
866	0.3372891907
867	0.3371867429
868	0.3371126563
869	0.3370432207
870	0.3369290366
871	0.3368080431
872	0.3367715971
873	0.336684187
874	0.3365656932
875	0.3364461812
876	0.3363344647
877	0.3362878698
878	0.3361723561
879	0.3360780509
880	0.3359745244
881	0.3358185674
882	0.3356993963
883	0.3355942722
884	0.3355119686
885	0.3354263762
886	0.3353821915
887	0.3352825825
888	0.335186514
889	0.3351392125
890	0.3350671403
891	0.3349608838
892	0.3348764763
893	0.3348035464
894	0.3347594209
895	0.3346885003
896	0.3346505463
897	0.3345719714
898	0.3344814799
899	0.3343532186
900	0.3342433946
901	0.3341438887
902	0.3339760341
903	0.3338541099
904	0.3338110073
905	0.3337463192
906	0.333705
907	0.3336244732
908	0.3335808047
909	0.3334841079
910	0.3333921346
911	0.3333191845
912	0.333231035
913	0.333131719
914	0.3330246668
915	0.3329404807
916	0.3328558814
917	0.3328052676
918	0.3327000789
919	0.3326052495
920	0.3324884713
921	0.3323923945
922	0.3323715113
923	0.3323268651
924	0.332244641
925	0.332167479
926	0.3320363755
927	0.3319216074
928	0.3318425807
929	0.3317344123
930	0.3316563158
931	0.331558305
932	0.3314603504
933	0.3313834748
934	0.3313095876
935	0.3311860633
936	0.3311154773
937	0.3310628455
938	0.3309964701
939	0.3308883475
940	0.33076372
941	0.3306267437
942	0.3305292156
943	0.3304393006
944	0.3303468501
945	0.3302970574
946	0.3301791359
947	0.3300875877
948	0.330018459
949	0.3299041573
950	0.3297844726
951	0.3296334877
952	0.3295773971
953	0.3294809914
954	0.3293711982
955	0.3292255758
956	0.3291607851
957	0.3290906317
958	0.3289527556
959	0.3288589245
960	0.3287894013
961	0.3287346118
962	0.32863111
963	0.3285110466
964	0.3283896195
965	0.3283450611
966	0.3282621283
967	0.328176534
968	0.3281149974
969	0.3280173314
970	0.3279210396
971	0.3278520636
972	0.3277499162
973	0.3276304959
974	0.3275834263
975	0.327504104
976	0.3273923553
977	0.3273286825
978	0.3272764747
979	0.327175408
980	0.3270696475
981	0.3269925556
982	0.3269084748
983	0.3268820213
984	0.3267798337
985	0.326685394
986	0.3266345306
987	0.3265088286
988	0.3263968899
989	0.326365276
990	0.3262646887
991	0.3262335191
992	0.3261226135
993	0.3260584518
994	0.3260096353
995	0.3258973832
996	0.3258672281
997	0.3257705833
998	0.3257089774
999	0.3256158215
