iter	Logloss
329	0.3868635319
330	0.3867470156
331	0.3866127805
332	0.3864341621
333	0.3862679365
334	0.3862077398
335	0.386045246
336	0.3858953524
337	0.3857294107
338	0.3856128541
339	0.385504504
340	0.3852817637
341	0.385081355
342	0.3848908947
343	0.3847805099
344	0.3846534979
345	0.3845791131
346	0.3844876037
347	0.3842773071
348	0.3841613239
349	0.3840255841
350	0.3839516203
351	0.3838175385
352	0.3836614932
353	0.3835510113
354	0.3834224498
355	0.3832195087
356	0.3830846482
357	0.382875813
358	0.3827318769
359	0.3825453008
360	0.382431266
361	0.3822424614
362	0.3821371993
363	0.3819831344
364	0.3818847228
365	0.3817726684
366	0.3816486273
367	0.3814876292
368	0.381321877
369	0.381232456
370	0.3811098669
371	0.3811056197
372	0.3809774628
373	0.3808323048
374	0.380663588
375	0.3805749006
376	0.3804200602
377	0.3802466445
378	0.3801104931
379	0.380003711
380	0.3799033817
381	0.3797758179
382	0.379667078
383	0.3795234446
384	0.3793954304
385	0.3792952961
386	0.3791611935
387	0.3789982138
388	0.3789237914
389	0.3788345992
390	0.3787551454
391	0.3786438755
392	0.3785648067
393	0.3784278528
394	0.3782642735
395	0.3780760056
396	0.3779741982
397	0.3778149835
398	0.3777528011
399	0.377634429
400	0.3775605277
401	0.3773751108
402	0.3773105229
403	0.3772115691
404	0.377132791
405	0.3770574675
406	0.3769062813
407	0.3768187783
408	0.376767587
409	0.3766048461
410	0.3764584981
411	0.376368208
412	0.3762363639
413	0.3761336922
414	0.3760726461
415	0.3759723558
416	0.3758480468
417	0.3757514826
418	0.3755918017
419	0.3755053957
420	0.3753713431
421	0.3752545051
422	0.3750081311
423	0.3748578543
424	0.3746977453
425	0.3745227579
426	0.3744088656
427	0.3742741567
428	0.3741049257
429	0.3739588842
430	0.3738692304
431	0.3737086444
432	0.373588293
433	0.373573233
434	0.3734915434
435	0.3733688923
436	0.3731913853
437	0.3730546011
438	0.3728639662
439	0.3727398763
440	0.3725612105
441	0.3724374698
442	0.3722589202
443	0.3721101842
444	0.3719797025
445	0.3717794048
446	0.3716217027
447	0.3715329483
448	0.3714219135
449	0.3712688158
450	0.3711668674
451	0.3710170236
452	0.3708971538
453	0.3707107861
454	0.3705478815
455	0.3704563399
456	0.3703447061
457	0.370174614
458	0.3700864256
459	0.3699738195
460	0.3698672127
461	0.3697444786
462	0.3695826813
463	0.3695021129
464	0.3694191132
465	0.3692251539
466	0.3691505188
467	0.3689913832
468	0.3688770394
469	0.3687672592
470	0.3686535145
471	0.3685628939
472	0.3685127526
473	0.3683908841
474	0.3682972887
475	0.368183007
476	0.3681305564
477	0.3679491745
478	0.3678146863
479	0.3677393713
480	0.3676718422
481	0.3675642136
482	0.3674322288
483	0.367370468
484	0.3672439007
485	0.3670946411
486	0.3670058565
487	0.3669671291
488	0.3668415495
489	0.3667267425
490	0.3665815368
491	0.3665034675
492	0.3664002191
493	0.3662695753
494	0.3661291779
495	0.3660167008
496	0.3658405944
497	0.3657483431
498	0.3656288554
499	0.3655130541
500	0.3653930611
501	0.3652682597
502	0.3651906882
503	0.3651067098
504	0.3649065915
505	0.3647308931
506	0.3645876382
507	0.3644768737
508	0.3643742778
509	0.364318387
510	0.3641887134
511	0.3639770608
512	0.3638196581
513	0.3637698305
514	0.3636632949
515	0.3634995263
516	0.3633519969
517	0.3632196081
518	0.3631341156
519	0.3630235815
520	0.3629540138
521	0.3627372531
522	0.3626887302
523	0.3626043556
524	0.3624872449
525	0.3624840127
526	0.3623730143
527	0.3622389414
528	0.3621693915
529	0.3620474327
530	0.3618987848
531	0.3617573486
532	0.3616065287
533	0.3614975681
534	0.3613746076
535	0.3612229416
536	0.3611346501
537	0.361038581
538	0.3609470606
539	0.3608662792
540	0.3607364783
541	0.3606735426
542	0.3606469019
543	0.3605210146
544	0.3604271175
545	0.3603342762
546	0.3601516055
547	0.3600709849
548	0.3599253748
549	0.3599031233
550	0.359760474
551	0.3596273382
552	0.3595516958
553	0.3594682595
554	0.3593479181
555	0.3592212956
556	0.3591380966
557	0.3590839227
558	0.3589530926
559	0.3588826451
560	0.3587970643
561	0.3587370511
562	0.3586052742
563	0.3584485282
564	0.3583238409
565	0.3582176284
566	0.3580583999
567	0.3579208961
568	0.3577514467
569	0.3577052597
570	0.3576184633
571	0.3574565787
572	0.3573589849
573	0.3572511734
574	0.3571651498
575	0.3571148096
576	0.3570533263
577	0.3569241074
578	0.356840887
579	0.3567438403
580	0.356598853
581	0.3565172276
582	0.3564709753
583	0.3563713967
584	0.3562747818
585	0.3561271733
586	0.3560656981
587	0.3559172487
588	0.3557968683
589	0.3556943449
590	0.355560378
591	0.3554236567
592	0.3553398027
593	0.355248836
594	0.3551493976
595	0.3550213979
596	0.3549117009
597	0.3547903315
598	0.3546518035
599	0.3545290005
600	0.3544680916
601	0.3542416608
602	0.354186308
603	0.3541835223
604	0.3540158995
605	0.3538778674
606	0.3538171026
607	0.3537520483
608	0.3536302353
609	0.3534776301
610	0.3533585407
611	0.3532242421
612	0.353173805
613	0.3530147249
614	0.3529090969
615	0.3527141978
616	0.352582682
617	0.3524985741
618	0.3524436892
619	0.3523672552
620	0.352223399
621	0.3521084796
622	0.3520407857
623	0.3519262357
624	0.3517803891
625	0.3516246199
626	0.3515339346
627	0.3514306715
628	0.3513971204
629	0.3512338548
630	0.3510982779
631	0.350943991
632	0.350866073
633	0.3507731316
634	0.3506531769
635	0.3506090315
636	0.3505435229
637	0.3504439957
638	0.3504411555
639	0.3503194858
640	0.3502039538
641	0.3502012534
642	0.3501978446
643	0.3501225347
644	0.3500515648
645	0.3499739284
646	0.3498534508
647	0.3497554138
648	0.349697051
649	0.3496180334
650	0.3494316439
651	0.3493713951
652	0.349310495
653	0.3492064941
654	0.3490207341
655	0.3489011664
656	0.3487884075
657	0.3486219121
658	0.3485233542
659	0.348427145
660	0.3483715358
661	0.3482719454
662	0.3481284196
663	0.3479238209
664	0.3477913628
665	0.347707313
666	0.3476447122
667	0.3476422985
668	0.3474927837
669	0.3473460808
670	0.3472254709
671	0.3471721272
672	0.347147083
673	0.3470753926
674	0.3470156996
675	0.3469613366
676	0.3469591272
677	0.346831088
678	0.3467724469
679	0.3466281859
680	0.3464819201
681	0.3463996484
682	0.346272013
683	0.3461434534
684	0.3460044552
685	0.3458662535
686	0.3457234576
687	0.3456399737
688	0.3455659393
689	0.345467037
690	0.3453341319
691	0.3452409323
692	0.3451022567
693	0.3450579022
694	0.3450557836
695	0.3449538977
696	0.3448420511
697	0.3447656388
698	0.3446247285
699	0.3445425743
700	0.3444493462
701	0.3443479075
702	0.3443257734
703	0.3442567972
704	0.3441516511
705	0.343992015
706	0.3439304277
707	0.3438820954
708	0.3437000508
709	0.3436330529
710	0.3435599505
711	0.3434518856
712	0.3433412688
713	0.3432540068
714	0.3431293768
715	0.3430554
716	0.343018365
717	0.3429273769
718	0.3428273024
719	0.3426892343
720	0.3426306877
721	0.3425077132
722	0.3424487164
723	0.3423550633
724	0.3422107692
725	0.3420703511
726	0.3419342406
727	0.3418240654
728	0.341737228
729	0.3415846397
730	0.3414964153
731	0.3413684412
732	0.3412754805
733	0.3411249199
734	0.3410364515
735	0.3409540597
736	0.3407942901
737	0.340792082
738	0.3407019573
739	0.3406455963
740	0.3405248388
741	0.3403627381
742	0.3403057023
743	0.340230279
744	0.3401271527
745	0.3400590411
746	0.3399727851
747	0.3399431952
748	0.339834647
749	0.339766091
750	0.339685033
751	0.3395575786
752	0.3394683851
753	0.3393393956
754	0.3392533759
755	0.339157853
756	0.3390425175
757	0.3389662088
758	0.338910278
759	0.3387931107
760	0.3387053468
761	0.338690907
762	0.3386685653
763	0.3385985833
764	0.3385428264
765	0.3383447295
766	0.3382773925
767	0.3381857159
768	0.3381113557
769	0.3379784141
770	0.3379481847
771	0.3378568217
772	0.3376801246
773	0.3375420675
774	0.3374469021
775	0.3372716798
776	0.3372448715
777	0.3371889405
778	0.3370850382
779	0.3369743134
780	0.3368662098
781	0.3366776883
782	0.3365705872
783	0.3364495061
784	0.3363855859
785	0.336291805
786	0.3361825159
787	0.3360785603
788	0.3360615347
789	0.3360117987
790	0.335834878
791	0.3357123835
792	0.3356132305
793	0.3354166264
794	0.3353029213
795	0.3351891699
796	0.3350974525
797	0.3349921878
798	0.3349248988
799	0.3347625445
800	0.3346533404
801	0.3345665664
802	0.3344004765
803	0.3343685064
804	0.3342455644
805	0.3341192526
806	0.3340576848
807	0.3339985756
808	0.3339185484
809	0.3338666045
810	0.3338034217
811	0.3337034371
812	0.3336071929
813	0.333605686
814	0.3335373628
815	0.3334426056
816	0.3333646159
817	0.3332580279
818	0.3331807063
819	0.3331048096
820	0.3329784035
821	0.3329267913
822	0.3328513034
823	0.3327811293
824	0.3326920983
825	0.3326116036
826	0.3324927649
827	0.3324382174
828	0.3323500113
829	0.3322798616
830	0.3322021847
831	0.3320726159
832	0.3319694646
833	0.33185779
834	0.3317980731
835	0.3317024468
836	0.331700649
837	0.3315943759
838	0.331453491
839	0.331374857
840	0.3313303252
841	0.33121179
842	0.3310945396
843	0.3310398475
844	0.3309981826
845	0.3309588613
846	0.330789125
847	0.3307107156
848	0.3306129015
849	0.3305369196
850	0.3304388057
851	0.3303269262
852	0.3302372901
853	0.3301813544
854	0.3300455088
855	0.3299677922
856	0.3299190767
857	0.3297639319
858	0.3297425686
859	0.3297056531
860	0.3296215524
861	0.3295177546
862	0.3293962922
863	0.3292728369
864	0.3291223875
865	0.3290735029
866	0.3290405506
867	0.3289736534
868	0.3288621684
869	0.3287364754
870	0.3286517183
871	0.3285086816
872	0.3283577199
873	0.3282892506
874	0.3281905602
875	0.3281414597
876	0.3279996576
877	0.3278594021
878	0.3278141713
879	0.3277467595
880	0.3276411155
881	0.3275834854
882	0.327458087
883	0.3274159626
884	0.3273466255
885	0.3272880101
886	0.3272303993
887	0.3271990615
888	0.3271298051
889	0.3270812359
890	0.3269617849
891	0.3268900646
892	0.3268887469
893	0.326819614
894	0.3266779335
895	0.3266087422
896	0.3265100614
897	0.3264431016
898	0.3263540999
899	0.3262129484
900	0.3261455808
901	0.3260202039
902	0.3259634502
903	0.3259174337
904	0.3258235932
905	0.3257644745
906	0.3256885235
907	0.3256026473
908	0.3255022886
909	0.3254096077
910	0.3253563396
911	0.3252201039
912	0.3251191255
913	0.3251178123
914	0.3249484279
915	0.3248027285
916	0.3247032303
917	0.3246359323
918	0.3245499779
919	0.3244100143
920	0.3242704207
921	0.3241347622
922	0.3240299402
923	0.3239725332
924	0.3238675304
925	0.3237468617
926	0.3235928937
927	0.3234598766
928	0.3233986376
929	0.3233476326
930	0.3232131865
931	0.3230557769
932	0.3229713858
933	0.3228955597
934	0.3227499389
935	0.3226476894
936	0.322551432
937	0.3224267179
938	0.3223905627
939	0.3223082928
940	0.322157002
941	0.3221554724
942	0.3220969193
943	0.3220310362
944	0.3219041857
945	0.3218052121
946	0.3217115926
947	0.3216322349
948	0.3215272772
949	0.3213760779
950	0.3211968041
951	0.321106801
952	0.3209634677
953	0.320888415
954	0.3208184665
955	0.3207343884
956	0.3206471619
957	0.3206457393
958	0.3206029177
959	0.3205475222
960	0.3204988681
961	0.3203725533
962	0.3203260178
963	0.3202363251
964	0.3200976632
965	0.3199681824
966	0.3198263499
967	0.3197294496
968	0.3196034424
969	0.3194886376
970	0.3193921773
971	0.3193234346
972	0.3192118375
973	0.3191840022
974	0.3191312742
975	0.319024252
976	0.3189143611
977	0.3188279562
978	0.3187263318
979	0.3186344663
980	0.3185203331
981	0.3183929508
982	0.3183251173
983	0.3181829386
984	0.3181263753
985	0.3180535906
986	0.3179756671
987	0.317821016
988	0.3176513207
989	0.3176066495
990	0.3175265222
991	0.3173775025
992	0.3173495951
993	0.3173484551
994	0.3173188477
995	0.3172652279
996	0.3172016658
997	0.3170806557
998	0.3169388334
999	0.3168741932
