iter	Passed	Remaining
301	648	1498
302	649	1494
303	652	1493
304	653	1489
305	655	1486
306	656	1482
307	659	1482
308	663	1484
309	667	1486
310	670	1485
311	674	1486
312	676	1484
313	680	1486
314	683	1486
315	686	1485
316	689	1485
317	690	1481
318	694	1483
319	698	1484
320	702	1485
321	704	1484
322	707	1483
323	709	1479
324	710	1476
325	712	1472
326	714	1469
327	715	1466
328	717	1462
329	718	1459
330	720	1456
331	722	1453
332	725	1453
333	727	1450
334	729	1448
335	732	1447
336	734	1444
337	736	1441
338	737	1438
339	739	1434
340	740	1431
341	742	1428
342	743	1424
343	745	1422
344	747	1418
345	748	1415
346	750	1412
347	753	1411
348	754	1407
349	756	1404
350	757	1401
351	759	1397
352	760	1394
353	762	1391
354	764	1388
355	765	1385
356	767	1381
357	768	1378
358	770	1375
359	771	1371
360	773	1369
361	775	1365
362	776	1362
363	778	1359
364	779	1356
365	781	1354
366	783	1351
367	784	1347
368	786	1344
369	788	1342
370	790	1339
371	791	1336
372	793	1333
373	795	1331
374	796	1328
375	798	1324
376	799	1321
377	801	1318
378	803	1316
379	804	1313
380	806	1310
381	808	1307
382	810	1304
383	811	1301
384	812	1298
385	814	1295
386	816	1293
387	817	1290
388	819	1287
389	820	1284
390	822	1280
391	823	1278
392	825	1275
393	827	1272
394	828	1269
395	830	1266
396	832	1264
397	833	1261
398	835	1258
399	837	1255
400	838	1252
401	840	1249
402	841	1246
403	843	1243
404	844	1241
405	846	1238
406	847	1235
407	849	1232
408	851	1230
409	853	1227
410	854	1224
411	856	1221
412	858	1220
413	859	1217
414	861	1214
415	862	1211
416	864	1208
417	866	1206
418	867	1203
419	869	1200
420	871	1197
421	873	1196
422	874	1193
423	876	1190
424	877	1187
425	880	1186
426	881	1183
427	883	1180
428	885	1177
429	887	1176
430	889	1174
431	890	1171
432	892	1168
433	894	1166
434	896	1163
435	897	1161
436	899	1158
437	901	1156
438	902	1153
439	904	1151
440	906	1148
441	907	1145
442	909	1143
443	916	1147
444	919	1146
445	922	1146
446	924	1144
447	926	1142
448	928	1139
449	930	1136
450	931	1134
451	944	1145
452	948	1145
453	952	1145
454	953	1142
455	956	1141
456	958	1139
457	960	1136
458	963	1135
459	966	1134
460	969	1133
461	971	1131
462	973	1129
463	974	1126
464	977	1124
465	979	1122
466	980	1119
467	983	1117
468	985	1115
469	987	1114
470	989	1111
471	992	1110
472	994	1108
473	996	1106
474	999	1104
475	1002	1103
476	1003	1100
477	1005	1097
478	1006	1095
479	1009	1093
480	1011	1091
481	1013	1089
482	1016	1087
483	1018	1085
484	1019	1082
485	1021	1080
486	1024	1078
487	1025	1076
488	1027	1073
489	1030	1072
490	1032	1070
491	1033	1067
492	1035	1064
493	1037	1062
494	1039	1060
495	1041	1057
496	1042	1055
497	1045	1053
498	1047	1051
499	1048	1048
500	1050	1046
501	1052	1043
502	1054	1041
503	1055	1038
504	1057	1036
505	1060	1035
506	1062	1032
507	1063	1030
508	1065	1027
509	1067	1025
510	1069	1023
511	1070	1020
512	1073	1019
513	1075	1017
514	1077	1014
515	1079	1012
516	1080	1009
517	1083	1008
518	1085	1006
519	1087	1003
520	1090	1002
521	1091	999
522	1093	997
523	1095	994
524	1097	992
525	1099	990
526	1100	987
527	1102	985
528	1105	983
529	1107	981
530	1108	979
531	1110	976
532	1112	974
533	1114	972
534	1115	969
535	1117	967
536	1119	965
537	1120	962
538	1122	959
539	1123	957
540	1125	955
541	1127	952
542	1129	950
543	1130	947
544	1132	945
545	1134	942
546	1135	940
547	1137	938
548	1138	935
549	1140	933
550	1142	930
551	1143	928
552	1145	926
553	1147	924
554	1149	921
555	1151	919
556	1152	916
557	1154	914
558	1155	911
559	1157	909
560	1159	906
561	1160	904
562	1162	902
563	1163	899
564	1165	897
565	1166	894
566	1168	892
567	1170	889
568	1171	887
569	1173	885
570	1175	883
571	1177	880
572	1179	879
573	1182	877
574	1184	875
575	1186	873
576	1187	870
577	1189	868
578	1192	866
579	1194	865
580	1197	863
581	1199	861
582	1201	859
583	1203	857
584	1205	855
585	1207	853
586	1211	852
587	1214	850
588	1216	849
589	1219	847
590	1222	846
591	1226	845
592	1229	844
593	1232	842
594	1237	842
595	1240	840
596	1243	839
597	1245	837
598	1247	834
599	1249	832
600	1251	831
601	1253	829
602	1256	827
603	1258	825
604	1260	822
605	1262	820
606	1263	818
607	1265	815
608	1267	813
609	1270	812
610	1272	810
611	1274	807
612	1276	806
613	1279	804
614	1281	802
615	1284	800
616	1287	799
617	1288	796
618	1290	794
619	1292	791
620	1294	789
621	1295	787
622	1298	785
623	1300	783
624	1303	782
625	1305	780
626	1307	777
627	1309	775
628	1312	774
629	1314	772
630	1318	770
631	1320	768
632	1321	766
633	1323	764
634	1326	762
635	1329	761
636	1332	759
637	1334	757
638	1336	755
639	1340	754
640	1343	752
641	1346	750
642	1349	749
643	1351	747
644	1354	745
645	1356	743
646	1358	741
647	1361	739
648	1364	737
649	1365	735
650	1367	733
651	1370	731
652	1372	729
653	1374	727
654	1377	725
655	1378	723
656	1381	721
657	1383	718
658	1385	716
659	1387	714
660	1389	712
661	1393	711
662	1394	708
663	1396	706
664	1397	704
665	1399	702
666	1401	699
667	1403	697
668	1404	695
669	1406	692
670	1410	691
671	1411	689
672	1413	687
673	1415	684
674	1417	682
675	1419	680
676	1420	677
677	1422	675
678	1424	673
679	1425	670
680	1427	668
681	1428	666
682	1430	663
683	1432	661
684	1433	659
685	1435	656
686	1436	654
687	1438	652
688	1439	649
689	1441	647
690	1442	645
691	1444	643
692	1446	640
693	1448	638
694	1449	636
695	1451	633
696	1452	631
697	1454	629
698	1455	626
699	1457	624
700	1458	622
701	1460	619
702	1462	617
703	1463	615
704	1465	613
705	1467	610
706	1468	608
707	1470	606
708	1471	604
709	1473	601
710	1475	599
711	1477	597
712	1478	595
713	1480	592
714	1481	590
715	1483	588
716	1484	586
717	1486	583
718	1488	581
719	1489	579
720	1491	577
721	1492	574
722	1494	572
723	1496	570
724	1498	568
725	1499	565
726	1501	563
727	1502	561
728	1504	559
729	1505	556
730	1507	554
731	1509	552
732	1510	550
733	1512	548
734	1513	545
735	1515	543
736	1517	541
737	1518	539
738	1520	537
739	1522	534
740	1525	533
741	1527	531
742	1529	529
743	1531	526
744	1533	525
745	1535	522
746	1537	520
747	1538	518
748	1540	516
749	1541	513
750	1543	511
751	1544	509
752	1546	507
753	1547	504
754	1549	502
755	1551	500
756	1552	498
757	1554	496
758	1555	494
759	1557	491
760	1559	489
761	1560	487
762	1562	485
763	1563	483
764	1565	480
765	1567	478
766	1568	476
767	1570	474
768	1572	472
769	1573	470
770	1575	467
771	1576	465
772	1578	463
773	1580	461
774	1581	459
775	1583	457
776	1584	454
777	1586	452
778	1587	450
779	1589	448
780	1591	446
781	1593	444
782	1594	441
783	1596	439
784	1597	437
785	1599	435
786	1600	433
787	1602	431
788	1603	428
789	1605	426
790	1606	424
791	1608	422
792	1610	420
793	1611	418
794	1613	416
795	1614	413
796	1616	411
797	1618	409
798	1619	407
799	1621	405
800	1622	403
801	1624	401
802	1626	398
803	1627	396
804	1629	394
805	1630	392
806	1632	390
807	1633	388
808	1635	386
809	1637	384
810	1638	381
811	1640	379
812	1642	377
813	1644	375
814	1647	373
815	1648	371
816	1649	369
817	1651	367
818	1654	365
819	1656	363
820	1657	361
821	1659	359
822	1660	357
823	1663	355
824	1665	353
825	1667	351
826	1669	349
827	1671	347
828	1672	345
829	1674	342
830	1675	340
831	1677	338
832	1678	336
833	1680	334
834	1681	332
835	1683	330
836	1685	328
837	1686	326
838	1688	324
839	1690	321
840	1692	319
841	1693	317
842	1695	315
843	1696	313
844	1698	311
845	1700	309
846	1702	307
847	1703	305
848	1705	303
849	1707	301
850	1708	299
851	1710	297
852	1711	295
853	1713	293
854	1715	290
855	1716	288
856	1718	286
857	1720	284
858	1721	282
859	1723	280
860	1724	278
861	1726	276
862	1727	274
863	1729	272
864	1730	270
865	1732	268
866	1734	266
867	1736	264
868	1737	261
869	1739	259
870	1741	257
871	1742	255
872	1744	253
873	1745	251
874	1747	249
875	1749	247
876	1750	245
877	1752	243
878	1754	241
879	1756	239
880	1757	237
881	1759	235
882	1760	233
883	1762	231
884	1763	229
885	1765	227
886	1766	225
887	1768	223
888	1770	221
889	1771	218
890	1773	216
891	1774	214
892	1776	212
893	1777	210
894	1779	208
895	1780	206
896	1782	204
897	1784	202
898	1785	200
899	1787	198
900	1788	196
901	1790	194
902	1791	192
903	1793	190
904	1794	188
905	1796	186
906	1799	184
907	1800	182
908	1802	180
909	1804	178
910	1805	176
911	1807	174
912	1808	172
913	1810	170
914	1811	168
915	1813	166
916	1814	164
917	1816	162
918	1818	160
919	1819	158
920	1821	156
921	1823	154
922	1824	152
923	1826	150
924	1828	148
925	1829	146
926	1831	144
927	1832	142
928	1834	140
929	1836	138
930	1837	136
931	1839	134
932	1841	132
933	1842	130
934	1844	128
935	1845	126
936	1847	124
937	1849	122
938	1850	120
939	1852	118
940	1853	116
941	1855	114
942	1857	112
943	1858	110
944	1860	108
945	1861	106
946	1863	104
947	1865	102
948	1866	100
949	1868	98
950	1870	96
951	1871	94
952	1873	92
953	1874	90
954	1876	88
955	1877	86
956	1879	84
957	1880	82
958	1882	80
959	1884	78
960	1885	76
961	1887	74
962	1889	72
963	1894	70
964	1897	68
965	1899	66
966	1900	64
967	1902	62
968	1904	60
969	1905	58
970	1907	56
971	1908	54
972	1910	53
973	1912	51
974	1914	49
975	1915	47
976	1917	45
977	1918	43
978	1920	41
979	1921	39
980	1923	37
981	1925	35
982	1926	33
983	1928	31
984	1930	29
985	1931	27
986	1933	25
987	1934	23
988	1936	21
989	1938	19
990	1940	17
991	1941	15
992	1943	13
993	1944	11
994	1946	9
995	1948	7
996	1949	5
997	1951	3
998	1953	1
999	1954	0
